"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","Link","Document Type","Publication Stage","Source"
"Zhu Y.; Li G.; Jiang X.; Li J.; Mei H.; Jin Z.; Dong Y.; Zheng Q.","Zhu, Yuqi (57225050384); Li, Ge (55901136600); Jiang, Xue (60337283900); Li, Jia (57211981223); Mei, Hong (7103007678); Jin, Zhi (8961795500); Dong, Yihong (57726579400); Zheng, Qibin (57208157528)","57225050384; 55901136600; 60337283900; 57211981223; 7103007678; 8961795500; 57726579400; 57208157528","UnCert-CoT: Uncertainty-Aware Chain-of-Thought for Code Generation with Large Language Model","2025","Lecture Notes in Computer Science","15864 LNAI","","","426","437","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105027765927&doi=10.1007%2F978-981-95-0014-7_36&partnerID=40&md5=50935146b4e3c5956010bc4cc7e89015","Conference paper","Final","Scopus"
"Özdel S.; Sarpkaya C.; Bozkir E.; Gao H.; Kasneci E.","Özdel, Süleyman (58317529800); Sarpkaya, Can (59925765800); Bozkir, Efe (57210111357); Gao, Hong (57217014766); Kasneci, Enkelejda (56059892600)","58317529800; 59925765800; 57210111357; 57217014766; 56059892600","Examining the Role of LLM-Driven Interactions on Attention and Cognitive Engagement in Virtual Classrooms","2025","Proceedings of the International Conference on Educational Data Mining","","","","155","169","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105023282265&doi=10.5281%2Fzenodo.15870207&partnerID=40&md5=9373df34cfee2816f8a53e0137f7e3cd","Conference paper","Final","Scopus"
"Liu K.; Pan Y.; Xiang Y.; He D.; Li J.; Du Y.; Gao T.","Liu, Kaiyuan (59707970100); Pan, Youcheng (57200421650); Xiang, Yang (60146714200); He, Daojing (25627656800); Li, Jing (60085682800); Du, Yexing (58653509000); Gao, Tianrun (57891157800)","59707970100; 57200421650; 60146714200; 25627656800; 60085682800; 58653509000; 57891157800","ProjectEval: A Benchmark for Programming Agents Automated Evaluation on Project-Level Code Generation","2025","Proceedings of the Annual Meeting of the Association for Computational Linguistics","","","","20205","20221","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105028612191&doi=10.18653%2Fv1%2F2025.findings-acl.1036&partnerID=40&md5=ed42c0d476bafba9b5b2b46c2412cc04","Conference paper","Final","Scopus"
"Karn R.R.; Knechtel J.; Karri R.; Sinanoglu O.","Karn, Rupesh Raj (56646151400); Knechtel, Johann (37100196300); Karri, Ramesh (7006419874); Sinanoglu, Ozgur (6701712277)","56646151400; 37100196300; 7006419874; 6701712277","LLM-Driven Code Generation for Neural Networks on FPGAs: Bridging Python and HLS","2025","Proceedings - IEEE International Conference on Computer Design: VLSI in Computers and Processors","","","","590","593","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105032506514&doi=10.1109%2FICCD65941.2025.00090&partnerID=40&md5=527a6b41f336e3993e12959b68344502","Conference paper","Final","Scopus"
"Yu Z.; Li C.; Zhang Y.; Liu M.; Pinckney N.; Zhou W.; Liang R.; Yang H.; Ren H.; Lin Y.","Yu, Zhongzhi (57219630400); Li, Chaojian (57218491194); Zhang, Yongan (57221363022); Liu, Mingjie (57213420521); Pinckney, Nathaniel (23135904500); Zhou, Wenfei (58739273400); Liang, Rongjian (57192278588); Yang, Haoyu (57193136289); Ren, Haoxing (9335106200); Lin, Yingyan (Celine) (60183720600)","57219630400; 57218491194; 57221363022; 57213420521; 23135904500; 58739273400; 57192278588; 57193136289; 9335106200; 60183720600","LLM4Verilog: Building Large-Scale, High-Quality Data Infrastructure for Verilog Code Generation via Community Efforts","2025","IEEE/ACM International Conference on Computer-Aided Design, Digest of Technical Papers, ICCAD","","","","","","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105029382420&doi=10.1109%2FICCAD66269.2025.11240644&partnerID=40&md5=2dfc7766783cbb7d2ba03fec30d812da","Conference paper","Final","Scopus"
"Peng J.; Kim H.; Wang N.; Wang J.","Peng, Junfeng (60144078900); Kim, Hyunsuk (57191719780); Wang, Nan (60144259200); Wang, Jiayi (58159391800)","60144078900; 57191719780; 60144259200; 58159391800","Optimizing the conceptual design process of animation scenes using generative AI","2025","Frontiers in Computer Science","7","","1741768","","","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105026782736&doi=10.3389%2Ffcomp.2025.1741768&partnerID=40&md5=499992249e0effbfb84b854939a83b8a","Article","Final","Scopus"
"Tian Y.; Zhang T.","Tian, Yuan (58177404000); Zhang, Tianyi (57020216700)","58177404000; 57020216700","Selective Prompt Anchoring for Code Generation","2025","Proceedings of Machine Learning Research","267","","","59528","59551","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105023832110&partnerID=40&md5=7dcded93d683285fd9383c0b13cc7bf4","Conference paper","Final","Scopus"
"Mohanty A.; Parthasarathy V.B.; Shahid A.","Mohanty, Anwesha (59756291300); Parthasarathy, Venkatesh Balavadhani (57285896100); Shahid, Arsalan (57193236007)","59756291300; 57285896100; 57193236007","The Future of MLLM Prompting is Adaptive: A Comprehensive Experimental Evaluation of Prompt Engineering Methods for Robust Multimodal Performance","2025","Transactions on Machine Learning Research","2025-November","","","","","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105023468884&partnerID=40&md5=f7a87751e6809402e1da330c37dd1d23","Article","Final","Scopus"
"Sambaraju S.; Boman J.; Wu H.; Zong Z.","Sambaraju, Saket (60465205500); Boman, Jeffrey (59449581100); Wu, Howell (60466561500); Zong, Ziliang (23972061200)","60465205500; 59449581100; 60466561500; 23972061200","Mitigating Syntax and Logic Errors in LLM Based Code Generation via XML-Structured Prompts","2025","Conference Proceedings of the IEEE International Performance, Computing, and Communications Conference","","","","","","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105032382843&doi=10.1109%2FIPCCC66453.2025.11304661&partnerID=40&md5=aae2d8af36aa63ba7789caae13ba4ad6","Conference paper","Final","Scopus"
"Zhan G.; Shi G.; Liu X.; Zhang K.","Zhan, Guosong (60193922400); Shi, Ge (60193564300); Liu, Xiaoguo (60193741600); Zhang, Ke (60194703900)","60193922400; 60193564300; 60193741600; 60194703900","A Survey on Automated Data Analysis Techniques Powered by Large Language Models","2025","ICNC-FSKD 2025 - 21st International Conference on Natural Computation, Fuzzy Systems and Knowledge Discovery","","","","503","509","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105021804955&doi=10.1109%2FICNC-FSKD67701.2025.11198129&partnerID=40&md5=6dc8dde56d8ea1c6c6146bbf9ca61cf5","Conference paper","Final","Scopus"
"Memmert L.; Cvetkovic I.; Tavanapour N.; Bittner E.","Memmert, Lucas (57223259194); Cvetkovic, Izabel (57223264563); Tavanapour, Navid (57205726930); Bittner, Eva (55634378800)","57223259194; 57223264563; 57205726930; 55634378800","Brainstorming with a Generative Language Model: Effect of Exposure to AI Ideas on Brainstorming Performance and Cognitive Load","2025","Business and Information Systems Engineering","","","","","","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105022460145&doi=10.1007%2Fs12599-025-00974-y&partnerID=40&md5=23dde66828fb4553fbc995c31bd25e67","Article","Article in press","Scopus"
"Ba S.; Lu G.; Mendoza N.B.; Yang Y.; Pan Z.; Wang Y.","Ba, Shen (57194497142); Lu, Guoqing (57452813900); Mendoza, Norman Biliwang (57194439134); Yang, Yin (57213187932); Pan, Zilong (57209994346); Wang, Yu (60118659000)","57194497142; 57452813900; 57194439134; 57213187932; 57209994346; 60118659000","Leveraging Network Analytics to Examine the Impact of Generative Artificial Intelligence-Assisted Feedback on Inquiry-Based Discussion","2025","Journal of Educational Computing Research","","","","","","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105021848655&doi=10.1177%2F07356331251396357&partnerID=40&md5=87a554d9538b251186985c6cee9c461d","Article","Article in press","Scopus"
"Branisteanu S.O.; Alboaie L.; Panu A.","Branisteanu, Stefan Onu (60227452700); Alboaie, Lenuta (6504009133); Panu, Andrei (53980431100)","60227452700; 6504009133; 53980431100","Capturing the changing landscape of student code in an era defined by AI","2025","Procedia Computer Science","270","","","2336","2345","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105024070583&doi=10.1016%2Fj.procs.2025.09.355&partnerID=40&md5=779cb57106f79bee8c377e63365cadb5","Conference paper","Final","Scopus"
"Lin K.; Rasool A.; Surabhi S.; Mutlu C.; Zhang H.; Wall D.P.; Washington P.","Lin, Kaiying (58719629200); Rasool, Abdur (57207736071); Surabhi, Saimourya (57997449100); Mutlu, Cezmi (57221875392); Zhang, Haopeng (57221295408); Wall, Dennis P. (7202196193); Washington, Peter (57191498961)","58719629200; 57207736071; 57997449100; 57221875392; 57221295408; 7202196193; 57191498961","Aiding Large Language Models Using Clinical Scoresheets for Neurobehavioral Diagnostic Classification From Text: Algorithm Development and Validation","2025","JMIR AI","4","","e75030","","","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105021374293&doi=10.2196%2F75030&partnerID=40&md5=b28106662b719af1ae8b207d9f3dda24","Article","Final","Scopus"
"Zhang K.; Zhou S.; Wang D.; Wang W.Y.; Li L.","Zhang, Kexun (58106355800); Zhou, Shang (59188945200); Wang, Danqing (58733596900); Wang, William Yang (57233559700); Li, Lei (59398889200)","58106355800; 59188945200; 58733596900; 57233559700; 59398889200","Scaling LLM Inference Efficiently with Optimized Sample Compute Allocation","2025","Proceedings of the 2025 Annual Conference of the Nations of the Americas Chapter of the Association for Computational Linguistics: Human Language Technologies: Long Papers, NAACL-HLT 2025","1","","","7959","7973","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105027385519&doi=10.18653%2Fv1%2F2025.naacl-long.404&partnerID=40&md5=08146cd8c82b5af3a299c784e06a772f","Conference paper","Final","Scopus"
"Kohen-Vacs D.; Usher M.; Jansen M.","Kohen-Vacs, Dan (35728847700); Usher, Maya (57197728864); Jansen, Marc (57189244074)","35728847700; 57197728864; 57189244074","Bridging the AI Gap: Developing AI Literacy in Programming Education","2025","Lecture Notes in Networks and Systems","1619 LNNS","","","196","207","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105019647662&doi=10.1007%2F978-3-032-05070-0_18&partnerID=40&md5=cca4b251d9bc9864a33d3b71302d638e","Conference paper","Final","Scopus"
"Liu D.; He J.; Shen Y.; Jie H.","Liu, Dan (57475474700); He, Junxiang (58934341400); Shen, Yun (57222158941); Jie, Hu (60132058700)","57475474700; 58934341400; 57222158941; 60132058700","Code Auto-generation System based on Large Language Models","2025","IEEE International Symposium on Broadband Multimedia Systems and Broadcasting, BMSB","","","","","","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105018193274&doi=10.1109%2FBMSB65076.2025.11165667&partnerID=40&md5=4ad797d2b8f7a65d38104d399a596dfe","Conference paper","Final","Scopus"
"Lius R.; Frade A.; Vaidya A.; Labonne M.; Kaiser M.; Chakrabarti B.; Budd J.; Buford J.; Lin X.","Lius, Rundong (60406896900); Frade, Andre (59637904500); Vaidya, Amal (59636749400); Labonne, Maxime (57203220644); Kaiser, Marcus (59639643900); Chakrabarti, Bismayan (59640230700); Budd, Jonathan (59637326200); Buford, John (58670390800); Lin, Xiaomin (60406618900)","60406896900; 59637904500; 59636749400; 57203220644; 59639643900; 59640230700; 59637326200; 58670390800; 60406618900","CodeQUEST: Evaluation and Improvement of Code Quality Using LLMs","2025","Proceedings - 2025 IEEE 36th International Symposium on Software Reliability Engineering Workshops, ISSREW 2025","","","","123","130","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105030539035&doi=10.1109%2FISSREW67781.2025.00060&partnerID=40&md5=77961f5a2ec2aa63534040774d315433","Conference paper","Final","Scopus"
"Nia A.B.; Dindoost M.; Bader D.A.","Nia, Atieh Barati (60085511900); Dindoost, Mohammad (58719174200); Bader, David A. (7102450485)","60085511900; 58719174200; 7102450485","Evaluating Efficiency and Novelty of LLM-Generated Code for Graph Analysis","2025","2025 IEEE High Performance Extreme Computing Conference, HPEC 2025","","","","","","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105021463903&doi=10.1109%2FHPEC67600.2025.11196094&partnerID=40&md5=56d08d03aab775b660040825b9d47fc8","Conference paper","Final","Scopus"
"Wu H.; Shen Z.; Hou S.; Jiao H.; Liu Z.; Xie L.; Liang J.; Qing Y.; Zhang X.; Gui Z.; Guan X.","Wu, Huayi (55745907000); Shen, Zhangxiao (59326374100); Hou, Shuyang (59326015200); Jiao, Haoyue (59451870900); Liu, Ziqi (55571679700); Xie, Lutong (60007448000); Liang, Jianyuan (57688491000); Qing, Yaxian (57195467697); Zhang, Xiaopu (58690169100); Gui, Zhipeng (55504313000); Guan, Xuefeng (34872128700)","55745907000; 59326374100; 59326015200; 59451870900; 55571679700; 60007448000; 57688491000; 57195467697; 58690169100; 55504313000; 34872128700","AutoGEEval++: A multi-level and multi-geospatial-modality automated evaluation framework for large language models in geospatial code generation on Google Earth Engine","2025","Big Earth Data","9","4","","747","796","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105021437967&doi=10.1080%2F20964471.2025.2581425&partnerID=40&md5=2a06f6bf821353a8c3f1d7cec68a7365","Article","Final","Scopus"
"Gokalp M.S.; Kolukisa A.","Gokalp, Mehmet Safa (60411236100); Kolukisa, Ayca (60411172600)","60411236100; 60411172600","ChatGPT Based Best Practices for Pair Programming","2025","International Conference on Computer Science and Engineering, UBMK","","2025","","254","259","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105030820822&doi=10.1109%2FUBMK67458.2025.11206910&partnerID=40&md5=0babf858230c23f980ab5ccedf1fd822","Conference paper","Final","Scopus"
"Liang S.; Jiang N.; Qian S.; Tan L.","Liang, Shanchao (59350535500); Jiang, Nan (57222012953); Qian, Shangshu (57221482198); Tan, Lin (7402233346)","59350535500; 57222012953; 57221482198; 7402233346","WAFFLE: Fine-tuning Multi-Modal Model for Automated Front-End Development","2025","Proceedings of the Annual Meeting of the Association for Computational Linguistics","1","","","24786","24802","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105021047623&doi=10.18653%2Fv1%2F2025.acl-long.1208&partnerID=40&md5=11683b20593acf7c624ece35c4a5b2e5","Conference paper","Final","Scopus"
"Kim Y.; Lee M.J.; Lee W.H.","Kim, Yeonwoo (58766409600); Lee, Min Jae (60194539200); Lee, Won Hee (57087557400)","58766409600; 60194539200; 57087557400","EEG-Informed Adaptive User Experience Questionnaire Generation with Multi-Agent Large Language Models","2025","2025 IEEE/IEIE International Conference on Consumer Electronics-Asia, ICCE-Asia 2025","","","","","","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105031124873&doi=10.1109%2FICCE-Asia67487.2025.11263542&partnerID=40&md5=6b6e6b70e009ff31f087d7505ab7d934","Conference paper","Final","Scopus"
"Rubavicius R.; Miceli-Barone A.V.; Lascarides A.; Ramamoorthy S.","Rubavicius, Rimvydas (57898161200); Miceli-Barone, Antonio Valeric (57194681012); Lascarides, Ale (14325005700); Ramamoorthy, Subramanian (15042865300)","57898161200; 57194681012; 14325005700; 15042865300","Conversational Code Generation: a Case Study of Designing a Dialogue System for Generating Driving Scenarios for Testing Autonomous Vehicles","2025","CEUR Workshop Proceedings","4075","","","","","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105020660679&partnerID=40&md5=6fa7a0da50a634e392b511bc9f2c70c2","Conference paper","Final","Scopus"
"Hong P.; Majumder N.; Ghosal D.; Aditya S.; Mihalcea R.; Poria S.","Hong, Pengfei (57221351466); Majumder, Navonil (57203239752); Ghosal, Deepanway (57202045793); Aditya, Somak (57002815100); Mihalcea, Rada (8619220500); Poria, Soujanya (55316592700)","57221351466; 57203239752; 57202045793; 57002815100; 8619220500; 55316592700","Evaluating LLMs' Mathematical and Coding Competency through Ontology-guided Interventions","2025","Proceedings of the Annual Meeting of the Association for Computational Linguistics","","","","22811","22849","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105028642729&doi=10.18653%2Fv1%2F2025.findings-acl.1172&partnerID=40&md5=65f3ec431dc0c052446056c3e6f9c1af","Conference paper","Final","Scopus"
"Patel S.; Dholakiya R.A.","Patel, Sanskruti (57210972036); Dholakiya, Radhika Ashish (60136526400)","57210972036; 60136526400","Large Language Models: Evolution, Architecture, Applications, and Future Horizons","2025","Proceedings of 5th International Conference on Soft Computing for Security Applications, ICSCSA 2025","","","","1922","1929","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105018466078&doi=10.1109%2FICSCSA66339.2025.11170884&partnerID=40&md5=9185e25bdb10be3feb228f36c30b299e","Conference paper","Final","Scopus"
"Malladi N.V.; Sudheer Reddy K.","Malladi, Nagarjun V. (60421928300); Sudheer Reddy, K. (55554348600)","60421928300; 55554348600","Generative AI in Agile Software Development: A Comprehensive Survey","2025","Proceedings of the 7th International Conference on Innovative Data Communication Technologies and Application, ICIDCA 2025","","","","1199","1208","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105031372263&doi=10.1109%2FICIDCA66325.2025.11280486&partnerID=40&md5=0ed0eae41b878281d95f0dd88ccaa0e7","Conference paper","Final","Scopus"
"Tony C.; Iannone E.; Scandariato R.","Tony, Catherine (57704728500); Iannone, Emanuele (57219255579); Scandariato, Riccardo (23095243000)","57704728500; 57219255579; 23095243000","Retrieve, Refine, or Both? Using Task-Specific Guidelines for Secure Python Code Generation","2025","Proceedings - 2025 IEEE International Conference on Software Maintenance and Evolution, ICSME 2025","","","","368","379","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105022473566&doi=10.1109%2FICSME64153.2025.00041&partnerID=40&md5=877258e6a5e68c023782fde1cc406629","Conference paper","Final","Scopus"
"Theophilus F.; Venkadesh P.; Divya S.V.; Sanjay L.; Chandru S.; Praveen S.","Theophilus, F. (60161298100); Venkadesh, P. (56096980500); Divya, S.V. (56704901900); Sanjay, L. (60161427300); Chandru, S. (59322090300); Praveen, S. (60161508600)","60161298100; 56096980500; 56704901900; 60161427300; 59322090300; 60161508600","Enhancing Algorithm Learning Through LLM-Based Leetcode Solution Visualization","2025","2025 8th International Conference on Circuit, Power and Computing Technologies, ICCPCT 2025","","","","2007","2012","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105020167448&doi=10.1109%2FICCPCT65132.2025.11176454&partnerID=40&md5=86af912ce94439d5e2bf72ddda6f8931","Conference paper","Final","Scopus"
"Campbell C.; Chen H.M.; Luk W.; Fan H.","Campbell, Charlie (60087500100); Chen, Hao Mark (58553118600); Luk, Wayne (26029526200); Fan, Hongxiang (57194654551)","60087500100; 58553118600; 26029526200; 57194654551","Enhancing LLM-based Quantum Code Generation with Multi-Agent Optimization and Quantum Error Correction","2025","Proceedings - Design Automation Conference","","","","","","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105017605997&doi=10.1109%2FDAC63849.2025.11133316&partnerID=40&md5=27976ae3a148261af6d3b69c8ea47b27","Conference paper","Final","Scopus"
"Jananloo S.J.","Jananloo, Saeed Javani (60122351000)","60122351000","Software Trustworthiness Assessment via Large Language Models (LLMs)","2025","Proceedings - 2025 20th European Dependable Computing Conference Companion Proceedings, EDCC-C 2025","","","","72","75","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105017696200&doi=10.1109%2FEDCC-C66476.2025.00034&partnerID=40&md5=6f74beea2dce3a01883a0f38224bd719","Conference paper","Final","Scopus"
"Karabiyik M.A.","Karabiyik, Muhammed Abdulhamid (58317381000)","58317381000","RefactorGPT: a ChatGPT-based multi-agent framework for automated code refactoring","2025","PeerJ Computer Science","11","","e3257","","","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105018920944&doi=10.7717%2Fpeerj-cs.3257&partnerID=40&md5=82d65883c12979fd9fa5c5baaa756c71","Article","Final","Scopus"
"Yang C.C.Y.; Liu G.-J.; Yu C.-J.","Yang, Christopher C.Y. (57205435054); Liu, Guan-Jie (60177403900); Yu, Cheng-Jui (60177404000)","57205435054; 60177403900; 60177404000","Optimizing RAG in Programming Education: A Comparative Study of Models and Strategies","2025","IEEE Access","13","","","190890","190903","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105021264661&doi=10.1109%2FACCESS.2025.3629843&partnerID=40&md5=1701f076f460c06e95c3e78671d9bdd0","Article","Final","Scopus"
"Shen Y.; Singhal A.; Breaux T.","Shen, Yuchen (57971525000); Singhal, Anmol (57226611182); Breaux, Travis (9134075300)","57971525000; 57226611182; 9134075300","Requirements Elicitation Follow-Up Question Generation","2025","Proceedings of the IEEE International Conference on Requirements Engineering","","","","117","129","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105020025195&doi=10.1109%2FRE63999.2025.00021&partnerID=40&md5=9c96fdb1a1797b2dac25a05fa13b1993","Conference paper","Final","Scopus"
"Liu Q.; Qiu S.; Wang Y.; Wu X.; Ho Chok K.S.; Fu C.-W.; Heng P.-A.","Liu, Qixuan (59495898500); Qiu, Shi (57219636276); Wang, Yinqiao (57203995967); Wu, Xiwen (57888592100); Ho Chok, Kenneth Siu (60479048900); Fu, Chi-Wing (7402802915); Heng, Pheng-Ann (59554692400)","59495898500; 57219636276; 57203995967; 57888592100; 60479048900; 7402802915; 59554692400","Coordinated 2D-3D Visualization of Volumetric Medical Data in XR with Multimodal Interactions","2025","Proceedings - 2025 IEEE Visualization Conference - Short Papers, VIS 2025","","","","331","335","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105032505569&doi=10.1109%2FVIS60296.2025.00072&partnerID=40&md5=e382b44bd47c3fb24440347c8d484fcf","Conference paper","Final","Scopus"
"Akyash M.; Azar K.; Kamali H.","Akyash, Mohammad (57221133535); Azar, Kimia (57200300780); Kamali, Hadi (57189326380)","57221133535; 57200300780; 57189326380","DecoRTL: A Run-Time Decoding Framework for RTL Code Generation with LLMs","2025","IEEE/ACM International Conference on Computer-Aided Design, Digest of Technical Papers, ICCAD","","","","","","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105029382201&doi=10.1109%2FICCAD66269.2025.11240830&partnerID=40&md5=f7058893bacbd4171a3c37700c67a672","Conference paper","Final","Scopus"
"Mashnoor N.; Akyash M.; Kamali H.; Azar K.","Mashnoor, Nowfel (57201702991); Akyash, Mohammad (57221133535); Kamali, Hadi (57189326380); Azar, Kimia (57200300780)","57201702991; 57221133535; 57189326380; 57200300780","CircuitGuard: Mitigating LLM Memorization in RTL Code Generation Against IP Leakage","2025","Proceedings - IEEE International Conference on Computer Design: VLSI in Computers and Processors","","","","790","797","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105032507506&doi=10.1109%2FICCD65941.2025.00117&partnerID=40&md5=44d012e3bf671a4aa6475c4755cb122b","Conference paper","Final","Scopus"
"Ghoummaid M.; Tchuiev V.; Glick O.; Moschkovitz M.; Di Castro D.","Ghoummaid, Marah (58287973100); Tchuiev, Vladimir (57190801752); Glick, Ofek (59141271600); Moschkovitz, Michal (60286344100); Di Castro, Dotan (6603756369)","58287973100; 57190801752; 59141271600; 60286344100; 6603756369","MATCH: Task-Driven Code Evaluation through Contrastive Learning","2025","EMNLP 2025 - 2025 Conference on Empirical Methods in Natural Language Processing, Findings of EMNLP 2025","","","","11399","11414","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105028950632&doi=10.18653%2Fv1%2F2025.findings-emnlp.611&partnerID=40&md5=27592385425dc4edab4b12abbe91ad8c","Conference paper","Final","Scopus"
"Yan K.; Guo H.; Shi X.; Cao S.; Di D.; Li Z.","Yan, Kaiwen (59678360000); Guo, Hongcheng (57407179500); Shi, Xuanqing (58099434700); Cao, Shaosheng (59468878600); Di, Donglin (57209536493); Li, Zhoujun (56024684400)","59678360000; 57407179500; 58099434700; 59468878600; 57209536493; 56024684400","CodeIF: Benchmarking the Instruction-Following Capabilities of Large Language Models for Code Generation","2025","Proceedings of the Annual Meeting of the Association for Computational Linguistics","6","","","1272","1286","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105020385689&doi=10.18653%2Fv1%2F2025.acl-industry.89&partnerID=40&md5=4ef09638d063916cb969453b3aac5d4f","Conference paper","Final","Scopus"
"Lee J.; Han H.; Kim J.; Hwang S.-W.; Kang N.; An K.; Jang S.","Lee, Jaeseong (57221142666); Han, Hojae (57216690390); Kim, Jongyoon (59234628100); Hwang, Seung-Won (9734566500); Kang, Naun (60328020400); An, Kyungjun (60328271300); Jang, Sungho (60327690000)","57221142666; 57216690390; 59234628100; 9734566500; 60328020400; 60328271300; 60327690000","PLEX: Adaptive Parameter-Efficient Fine-Tuning for Code LLMs using Lottery-Tickets","2025","Proceedings of the 2025 Annual Conference of the Nations of the Americas Chapter of the Association for Computational Linguistics: Human Language Technologies: Long Papers, NAACL-HLT 2025","3","","","784","793","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105027220124&doi=10.18653%2Fv1%2F2025.naacl-industry.60&partnerID=40&md5=7382f0e2496503b11381383081423967","Conference paper","Final","Scopus"
"Olivieri L.; Beste D.; Negrini L.; Schönherr L.; Cinà A.E.; Ferrara P.","Olivieri, Luca (57205350305); Beste, David (60119491000); Negrini, Luca (57219763637); Schönherr, Lea (57193707522); Cinà, Antonio Emanuele (57221148174); Ferrara, Pietro (24172958700)","57205350305; 60119491000; 57219763637; 57193707522; 57221148174; 24172958700","Code Generation of Smart Contracts with LLMs: A Case Study on Hyperledger Fabric","2025","Proceedings - International Symposium on Software Reliability Engineering, ISSRE","","","","239","251","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105026755368&doi=10.1109%2FISSRE66568.2025.00034&partnerID=40&md5=4d3e30bc29edb694c701f947d70d6486","Conference paper","Final","Scopus"
"Vethika V.; Jenifer; Rohitha R.; Revathi M.","Vethika, V. (60422322000); Jenifer (60422044200); Rohitha, R. (60422607800); Revathi, M. (56732841800)","60422322000; 60422044200; 60422607800; 56732841800","LLM-Powered Code Generation Using RAG Framework with LLaMA 3","2025","2025 9th International Conference on Computational System and Information Technology for Sustainable Solutions, CSITSS 2025","","","","","","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105031384001&doi=10.1109%2FCSITSS67709.2025.11294234&partnerID=40&md5=c45d2d11e3d7bf51a78fee3ce66fa8ff","Conference paper","Final","Scopus"
"Hensel F.; Banerjee A.; Ebrahimi E.; Schulte S.","Hensel, Fabian (60422216200); Banerjee, Avik (59321120200); Ebrahimi, Elmira (58676365100); Schulte, Stefan (24767006100)","60422216200; 59321120200; 58676365100; 24767006100","An AI-powered Auto-Completion Tool for Solidity Smart Contracts","2025","Proceedings - 2025 IEEE International Conference on Blockchain, Blockchain 2025","","","","171","180","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105031401825&doi=10.1109%2FBlockchain67634.2025.00031&partnerID=40&md5=3b999bf39bbc9ff7d4a77bf47fc0efeb","Conference paper","Final","Scopus"
"Ouedraogo W.C.; Li Y.; Dang X.; Zhou X.; Koyuncu A.; Klein J.; Lo D.; Bissyande T.F.","Ouedraogo, Wendkuuni C. (58657065800); Li, Yinghua (57226614328); Dang, Xueqi (58020376300); Zhou, Xin (57770923400); Koyuncu, Anil (57195259860); Klein, Jacques (56282553000); Lo, David (35269388000); Bissyande, Tegawende F. (36080354200)","58657065800; 57226614328; 58020376300; 57770923400; 57195259860; 56282553000; 35269388000; 36080354200","Rethinking Cognitive Complexity for Unit Tests: Toward a Readability-Aware Metric Grounded in Developer Perception","2025","Proceedings - 2025 IEEE International Conference on Software Maintenance and Evolution, ICSME 2025","","","","797","802","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105022495271&doi=10.1109%2FICSME64153.2025.00082&partnerID=40&md5=994d660bea0cb2c594ee780ff7d0eedd","Conference paper","Final","Scopus"
